intro,outro,solo
39 39 47 47 46 44 44 39 47 47 46 44 44 44 47 46 46 46 46 46 44 44 42 42 44 39 40 40 40 40 39 40 44 39 39 39 44 44 46 47 46 46 46 46 44 43 44,44 42 37 35 37 35 37 35 37 35 37 35 37 35 37 35 37 35 32 32 44 44 46 47 46 42 42 44 46 47 47 46 44 46 39 39 47 47 46 44 44 39 47 47 46 44 44 44 47 46 46 46 46,46 47 49 51 49 47 51 54 51 49 47 49 49 47 46 44 44 42 39 40 51 49 49 51 52 54 54 52 54 56 51 49 47 51 49 47 44 44
40 40 38 36 35 36 35 35 40 40 40 40 38 33 38 35 33 35 36 35 33 36 35 33 35 28 31 33 31 35 33 31 30 28,29 31 32 29 32 31 27 31 29 29 31 32 29 32 34 31 34 36 39 41 36 37 34 37 39 36 34 32 34 32 30 30 32 34 36,36 44 36 36 44 43 41 39 41 32 41 39 41 43 44 36 44 36 36 44 46 39 51 49 48 48 51 51 49 48 49 46 44 48 51 48 46 44 46 49 53 55 56 58 56 60 29
38 40 42 40 38 40 38 40 38 40 42 33 32 33 35 33,33 33 35 37 40 40 42 42 40 38 40 42 40 38 35 33 32 33 35 37 35 33 32 33 35 37 33 28,38 40 42 40 50 52 54 52 38 40 38 40 50 52 50 52 38 40 42 33 50 52 54 45 32 33 35 33 44 45 47 45 33
45 44 42 40 42 40 42 44 44 44 36 36 36 37 39 42 44 42 40 40 47 47 45 44 40 35 47 45 45 44 40 35 42 40,40 42 44 35 40 44 42 35 39 42 40 40 40 40 40 35 37 40 40 37 35 35 40 44 45 45 47 44 42 40 42 44 44 44 36 36 36 37 39 42,44 42 42 45 44 40 45 44 42 47 60 57 54 52 48 45 42 40 36 33 30 28 35 37 39 40 42 44 45 47 49 51 52 54 56 57 59 40
38 36 34 31 38 36 38 39 38 36 39 38,39 37 35 32 39 37 37 39 40 39 37 40 39 39 35 37 35 37 35 32 32 32 32 34 32 31 32 34 39 37 35,32 39 37 39 40 39 37 40 39 37 35 37 35 32 30 28 25 27 51 46 51 39
48 45 48 50 48 45 43 41 38 41 36 38 41 43 45 48 45 43 41 38 45 43 48 45 48 50 48 45 43 41 41 38 41 36 36 38 41 43 45 48 45 45 43 41 38 43 41,48 45 48 50 48 45 43 41 38 41 45 45 38 41 43 45 48 45 50 48 41 45 43 48 45 48 50 48 45 43 41 41 38 41 45 45 36 38 41 43 45 48 45 45 43 41 38 43 41,48 50 48 36 36 38 41 43 36 36 38 41 43 43 41 43 45 45 43 45 48 50 48 48 50 45 41 38 43 43 45 43 48 50 48 55 57 55 53 55 57 55 53 57 48 53 50 53 50 53 50 48 43 45 48 45 43 41 48
49 51 53 49 48 49 48 44 46 46 58 56 56 54 53 49 51 53 54 53 54 53 54 56 53 49 51 44 54 53 51 49,37 37 39 41 41 41 41 41 39 41 44 44 44 39 44 46 48 48 49 49 49 49 41 41 49 48 46 44 44 44 44 46 49 49 37 37 46 44 46 41 37 39 41 42,42 47 45 44 48 49 53 48 44 41 36 37 39 40 37 39 40 45 47 45 41 42 32 36 44 37
47 47 45 42 40 42 45 45 42 47 42 40 45 47 49 49 50 49 47 45 47 47 47 45 42 40 42 45 47 49 47 45,45 47 49 49 50 49 47 45 47 47 47 45 42 40 42 45 45 42 47 42 40 45 47 49 49 50 49 47 45 47 47 47 45 42 40,47 47 47 45 45 45 45 47 49 49 50 52 52 50 50 49 47 45 45 45 47 49 47 47 47 47 45 45 45 40 40 40 47 47 47 45 45 45 45 47 49 49 50 52 52 50 50 49 50 52 45
44 44 46 49 48 46 44 46 44 46 46 37 39 41 39 41 44 46 44 41 39 44 46 34 32 34 37,41 44 46 37 36 34 32 34 37 46 44 37 44 44 46 49 48 46 44 37 41 39 39 41 37 34 39 41 44 46 37 37,41 44 46 49 48 46 44 46 37 37 41 42 42 39 37 39 34 37 39 39 37 34 37 30 34 32 30 32 34 36 37 39 37 39 41 42 46 44 53 65 53 65 53 65 39 41 44 46 46 44 46 49 58 56 58 56 53 41
40 39 37 30 42 40 39 40 39 30 30 37 39 39 39 37 39 39 39 46 47 47 44 32 37 39 40 39 37 30 30 42 40 39 37 42 40 39 40 35 35,39 39 44 44 39 39 39 39 37 35 32 37 37 39 37 30 42 40 39 40 39 35 35 37 39 39 39 37 39 39 39 46 47 47 44 32 37 39 40 39 37 30 42 40 39 40 39,39 40 39 39 37 35 40 40 39 39 37 37 35 35 34 35 39 39 40 39 37 35 39 37 35 42 35 44 46 47 42 42 51 52 51 52 51 55 51 49 51 56 51 52 47 47 47 59 46 58 47 59 49 61 47 59 46 58 44 56 43 55 39 51 37 49 39 51 35 47 34 46 35 47 34 46 35 47 34 46 32 44 30 42 28 40 27 39 27 39 28 40 32 44 30 42 30 42 40 39 37 49 39 51 44 56 39
32 34 35 34 29 30 30 35 35 34 35 34 35 37 32 30 29 30 39 39 41 44 42 41 39 37 37 39 34 30 29 30 37 37 37 35 46 46 42,42 44 46 46 46 42 42 42 39 39 39 46 44 44 44 44 44 44 47 46 41 42 39 39 41 42 39 39 42 46 44 44 42 46 44 44 42 46 44 44 42 44 39 41 42 46 44 42 44 37 44 42 39 41 42,39 46 44 42 44 37 46 44 42 39 37 39 42 44 46 44 42 44 42 46 39 34 30 32 34 35 37 38 40 42 38 38 33 33 30 30 44 40 40 40 37 37 37 32 32 32 28 47 44 44 44 39 39 39 35 35 35 30 32 34 35 37 39 41 42 42
44 46 44 53 49 49 48 49 41 43 44 46 48 49 51 51 51 53 44 51 43 46 44 46 48 49 41 49 48 44 46 44,39 44 46 48 46 44 48 46 43 39 36 41 43 44 43 41 44 43 36 39 41 39 39 37 39 44 46 51 48 46 44 41 43 44,29 31 32 31 29 27 41 43 44 44 39 39 37 37 36 34 32 36 39 35 34 32 39 37 36 32 29 31 32 27 31 29 32 31 34 27 31 39
47 42 40 40 45 40 40 42 42 42 40 38 42 40 38 42 37 37 35 42 40 38 42 40 38 42 37 37 35,38 37 37 37 37 35 38 37 37 35 35 33 33 33 33 33 33 31 33 35 33 31 31 30 30 28 28 38 37 38 37 35 37 37 37 37 37 37 35 37 42 37 35 35 33 33 33 33 33 33 31 33 35 33 31 31 30 30,40 41 40 36 33 40 41 40 38 35 41 43 41 40 38 40 41 40 38 38 31 31 36 33 37 45 43 43 42 42 40 40 38 37 34 35 35 38 37 42 37 35 33 40 33 31 38 33 28 30 38 37 42 37 33 40 33 31 38 33 28 30 38
39 41 41 44 46 49 48 46 39 37 41 49 48 46 39 37 39 41 39 37 34 39 37 39 41 39 37 37 34 42 44 41 39 37 34,41 44 46 41 44 46 39 37 41 44 46 39 37 37 32 44 39 41 41 44 46 49 48 46 39 37 41 49 48 46 39 37 39 41,37 39 41 44 41 39 37 34 32 34 34 37 39 41 44 46 39 37 34 32 34 34 37 39 41 44 41 39 37 34 32 34 34 37 39 41 37 39 41
38 38 35 33 30 30 33 35 35 35 38 35 33 35 33 33 26 28 42 40 40 42 45 47 42 40 40 33 35 40 40 40 42 40 38 40 38 35 38 40 38,38 38 38 40 42 40 38 40 35 38 38 38 40 42 45 42 38 40 42 42 40 42 45 42 40 40 33 35 40 40 40 42 40 40 40 38 35 38,45 47 45 42 40 38 42 30 33 35 45 47 45 42 40 38 40 42 45 47 47 50 47 45 42 40 38 42 45 47 50 42 40 35 38 59 57 54 57 54 47 38
33 40 40 38 40 38 33 36 33 31 28 31 33 33 38 38 33 36 35 33 31 33 31 26 26 28 30 28 33 40 40 38 40 38 33 36 33 38 31 33 31 28 38 36 38 40 31 28 31 33 35 33,33 28 36 35 33 31 28 31 33 33 31 33 35 33 26 21 24 26 28 31 33 26 26 28 30 28 33 28 36 35 33 31 28 31 33 33 31 24 26 28 26 26 21 24 26 28 31 28 31 26 26 28 21 23 24 21 33,45 40 40 38 40 36 38 40 28 26 36 24 40 26 45 28 36 36 45 45 38 40 31 28 26 40 38 36 31 33 36 33 38 26 24 33 36 26 33 31 28 33 40 43 45 52 50 48 45 47 45 43 40 40 43 45 52 50 48 47 45 28 26 24 33 21
44 41 44 45 35 37 35 32 28 30 43,44 44 44 44 42 44 42 37 40 39 39 42 44 46 46 49 47 44 44 44 44 46 47 46 42 46,45 57 45 57 47 59 47 59 48 60 50 62 50 62 51 63 39 51 42 54 44 56 44 56 46 58 46 58 49 61 47 59 44
30 32 35 35 35 32 37 32 30 39 39 37 37 35 30 42 42 42 39 44 42 44 42 39 32 35 37 37 35 37 37 35 39 37 35 35 32 30 42 39 37 35 32 35,35 37 39 37 35 37 32 35 37 39 39 42 44 44 42 39 42 42 39 44 42 37 39 37 35 39 37 35 32 30 42 39 39 37 37 35 31,39 51 42 54 44 56 44 56 44 56 42 54 39 51 37 49 39 51 39 51 39 51 42 54 42 54 44 56 44 42 39 37 35 32 37 49 35 47 37 49 39 51 42 54 44 56 32 44 34 46 37 49 44 56 42 54 39 37 35 32 34 35 42 37 39 37 39 37 35 37 35 40 39 37 36 37 39 40 41 35 42
34 29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 38 29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 34,29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 38 29 31 34 36 38 34 31 36 36 33 29 34 29 31 34 36 38 34 31 36 29 36 34,41 43 46 48 50 46 43 48 48 45 41 46 41 43 46 48 50 46 43 48 41 48 46 41 43 41 36 38 41 36 43 34 46 48 50 46 43 48 48 45 41 46 41 43 46 48 50 46 43 48 41 48 46 29
35 35 33 30 37 35 37 35 33 30 35 33 35 33 32 30 33 32 33 33 35 33 35 35 37 35 28 30,30 30 28 30 32 33 26 33 32 33 32 32 32 30 29 25 32 30 30 30 28 30 32 33 26 33 32 33 35 35 32 32 28 30,40 38 37 38 37 38 42 49 47 40 42 52 50 49 47 49 28 40 37 37 35 37 38 30 28 30 21 23 25 26 28 30 33 37 37 35 33 30 32 37 38 37 35 40 37 30
39 42 44 42 44 46 44 46 47 46 42 44 44 46 47 46 42 37 39 42 39 39 39 42 44 42 44 46 44 46 47 46 47 51 44 42 44 51 44 42 44 47 44,32 35 39 39 37 35 34 34 34 30 30 34 37 30 34 37 39 40 39 37 39 32 35 39 44 42 39 37 39 37 35 32 32 34 35 32 35 37 39 30 32 32 35,51 52 51 44 46 47 51 54 49 51 47 54 56 51 54 56 49 54 47 51 42 44 46 47 49 51 56 32
37 39 44 42 44 42 44 47 49 47 47 47 44 49 47 45 47 45 44 42 44 45 44 42 37 44 42 40 40 40 40 39 39 39 39 39 37 39,37 39 40 39 40 39 37 44 42 37 39 40 39 40 39 37 39 32 37 39 40 39 40 39 37 44 47 44 44 42 40 42 40 42 40 39 37 39 40 39 40 39 37 44,48 51 51 52 51 49 51 52 51 49 47 44 51 52 51 49 51 52 54 52 51 37
37 34 32 34 30 32 37 34 30 27 39 37 32 37 37 34 32 34 30 32 37 34 30 27 39 37 32 30 27 30,37 34 32 34 30 32 37 34 30 27 37 32 37 34 32 34 30 32 37 34 30 30 30 30 27 25 27 37 32,32 31 30 34 32 35 34 34 32 34 30 34 35 32 32 30 34 37 42 44 41 42 39 37 35 34 32 30 37
45 45 43 41 48 43 45 43 41 41 41 41 53 53 52 50 48 50 48 48 40 41 40 41 50 50 52 53 53 48 41 41 41 46 46 46 48 50 53 45 43 46 45 43 41 41,41 43 45 45 45 45 45 43 41 45 43 43 40 38 36 38 40 41 41 41 41 41 40 38 41 40 40 33 36 36 38 34 33 31 38 36 40 41 38 36 38 38 40 41 38 43 36 36 36 45 45 45 43,57 57 57 55 53 57 55 48 60 50 52 53 53 45 53 52 50 53 43 52 57 52 40 41 43 45 46 50 48 53 55 52 48 50 46 45 43 41 38 45 43 41 39 37 36 41
44 47 49 52 51 49 47 51 49 44 47 49 52 51 49 47 44 37 44 42 40 42 49 44 47 44 42 44 44 42 40 42 44 37,44 40 42 39 37 39 32 39 37 40 37 47 49 47 44 47 44 42 44 45 37 44 42 44 47 44 42 40 44 42 42 47 44 42 42 44 37 44 40,32 35 37 40 39 35 37 51 52 51 52 32 54 35 37 56 40 42 47 44 56 54 52 49 47 44 42 40 42 42 44 47 47 49 44 44 47 44 47 44 42 40 42 44 42 35 37 44
28 27 32 34 36 36 36 36 34 36 39 39 27 27 36 34 34 34 34 32 34 34 39 39 27 27 34 32 32 27 27 36 36 34 34 32 32,27 27 29 32 29 32 27 27 35 34 28 27 27 27 29 32 29 32 27 27 35 35 34 34 32 32 34 36 27 27 29 32 29 32,27 30 31 32 34 36 37 37 34 32 34 15 17 24 27 29 32 34 35 35 35 35 34 32 34 32 32 32 37 32 32 39 32 32 39 39 34 39 46 43 27
48 41 41 41 41 45 48 48 48 48 50 50 50 53 48 46 46 46 50 45 45 45 45 45 45 43 43 43 45 41,41 41 41 45 48 48 48 48 50 50 50 53 48 46 46 46 50 45 45 45 45 43 43 43 43 48 41 41 41 41,50 48 46 41 46 48 50 48 46 45 43 45 46 48 41 43 41 46 45 43 41 50 48 46 45 43 46 45 43 41 41
29 31 29 27 31 34 34 31 29 27 27 39 39 36 34 27 29 31 36 34 34 31 29 27 29 31 34 34 31 29 27 27 39 39 41 36 39 36 34 39 31 29 29 31 29 27,22 27 31 31 31 29 27 27 29 27 27 27 24 22 27 29 31 31 31 29 27 31 34 36 38 39 39 41 36 39 36 34 34 36 31 31 29 29 29 31 29 27 29 22 24 31 31 31 29 27,34 36 43 41 39 39 41 39 38 36 34 36 43 41 39 43 48 46 46 43 46 43 43 39 43 51 50 48 44 46 48 46 43 43 34 41 44 43 41 39 22
44 44 42 42 44 47 44 44 42 42 44 42 42 44 37 39 39 35 37 39 37 37 35 35 32 35 32 37 42 44 47 44 44 42 42 44 42 44 42 47 42 44 35 37 39 37 37 35 35 32 30 32 35,39 39 39 37 35 30 34 32 34 35 37 39 40 40 40 39 40 39 37 35 35 34 34 35 37 37 37 35 34 34 34 34 34 34 35 42 34 37 35 35 35 34 37 35 39 40 39 40 39 40 39 37 35 37 39 37 37 35 35 44 44 42 42 44 47 44 44 42 42 44 42,44 46 47 49 51 49 47 51 51 56 51 49 51 49 47 49 47 44 47 39 42 44 47 46 44 46 47 49 49 54 54 51 58 51 56 51 54 51 54 58 58 54 54 51 51 44 47 49 49 51 51 52 51 49 47 51 51 49 44 47 49 42 44 56 54 51 49 51 49 47 42 44 39
37 39 37 35 32 37 39 37 35 32 35 35 32 30 32 34 32 25 25 25 30 30 28 30 32 30 32 30 32 30 32 30 25 28 27 25,25 25 25 30 30 30 28 30 32 30 32 30 32 30 25 28 27 25 25 25 25 37 37 35 37 39 37 39 37 39 37 39 37 32 35 34 32 37,25 25 25 37 37 35 37 39 37 39 37 39 37 32 35 34 32 37 39 37 25 25 30 28 30 32 35 32 30 28 30 27 25 25
41 50 48 45 48 41 41 43 41 41 38 45 41 48 45 43 38 41 45 43 41 38 36 41,29 29 31 33 36 38 36 33 36 33 31 29 29 31 33 38 33 36 33 41 41 38 41 43 33 38 36 36 33 41 41 41 38 38 36,41 40 38 45 43 41 41 40 36 29
28 31 35 35 38 35 33 31 28 31 33 35 33 33 35 38 38 35 33 35 33 31 33 31 28 26 26 35 38 35 33 35 31 31 31 28 26 35 35 38 40 38 40 38 33 35 38 40 38 35 38 40 40 38 35 33 35 31 33 35 35 43 40 38 40 43 40,38 38 38 35 38 31 31 31 28 31 35 35 38 35 33 31 28 31 33 35 33 33 35 38 38 35 33 35 33 31 33 31 28 26 26 35 38 35 33 35 31 31 31 28 26 35 35 38 40 38 40 38 33 35 38 40 38 35 38 40 40 38 35 33 35 31 33 35,35 38 38 40 38 38 35 35 38 38 35 35 31 31 28 28 26 28 31 31 38 35 38 35 35 33 31 28 31 28 26 23 26 26 38 35 33 28 31 35 35 28 31 33 31 28 31 31 35 33 31 33 33 35 31 31 35 35 35 38 35 35 33 31 35 33 31 30 28 28 31 33 35 33 31 28 31 28 26 28 28 26 26 23 26 26 28 31 33 31 28 35 38 38 35 33 35 33 31 31 28 26 28 26 28 31 35 38 38
48 41 41 41 41 45 48 48 48 48 50 50 50 53 48 46 46 46 50 45 45 45 45 45 45 43 43 43 45 41,41 41 41 45 48 48 48 48 50 50 50 53 48 46 46 46 50 45 45 45 45 43 43 43 43 48 41 41 41 41,50 48 46 41 46 48 50 48 46 45 43 45 46 48 41 43 41 46 45 43 41 50 48 46 45 43 46 45 43 41 41
38 41 46 46 46 46 41 43 38 36 36 38 39 39 41 43 41 43 41 38 41 43 46 46 41 43 38 41 46 46 46 46 41 41 43 38 38 36 36 38 39 39 41 43 39 38 36 34,38 41 41 38 41 43 41 34 34 34 34 34 36 38 39 38 31 34 34 39 38 36 34 36 38 41 41 38 41 43 41 34 34 34 34 36 38 39 38 31 34 34 34 36 38 34 34 34 31 36,53 50 53 55 57 58 50 50 53 55 58 60 53 50 38 50 39 51 41 53 46 46 58 48 60 53 43 55 45 57 46 58 70 58 70 62 74 57 69 58 70 55 67 53 65 51 63 50 62 48 60 48 60 46 58 38
40 40 47 47 47 47 40 47 45 45 38 38 45 45 45 45 38 43 43 43 40 40 43 43 43 43 47 45 45 45 45 45 43 45 47 40 40 47 47 47 47 40 47 45 45 38 38 45 45 45 45 38 43 43 43 40 40 43 43 43 43 47 45 45 45 42 42 38 40 40,40 40 40 40 38 35 35 38 38 40 40 40 40 38 40 43 40 38 35 33 35 40 40 40 35 35 38 40 43 45 45 45 43 45 43 45 42 42 42 40 38 35 38 40 40 40 40 40,47 52 50 47 45 47 50 52 59 57 55 52 50 40 52 43 47 45 40 45 47 45 43 45 47 40 47 45 43 40 38 40 40
36 31 33 34 34 31 31 29 38 38 38 38 43 43 45 45 45 43 41 38 38 36 34 34 34 34 34 31 43 41 43 41 43 41 43 41 38 38 38 38 38 43 43 45 45 45 43 41 38 38 36 34 34 34 34 34 31 36 36 36 36 36 36 29 31,29 31 34 34 34 36 38 36 34 34 34 36 38 38 36 38 41 41 38 41 43 38 38 38 43 41 36 36 31 33 34 34 31 38 36 29 31 34 34 34 36 38 36 34 34 34 36 38 38 36 38 41 41 38 41 43 38 38 38 43 41 36 36 31 33 34 34 31 31 29 38 38 38 38 43 43,34 46 33 45 31 43 33 45 26 38 29 41 31 43 34 46 33 45 31 43 33 45 31 34 39 34 39 43 39 45 31 43 30 42 30 42 31 43 33 45 31 43 30 42 34 46 33 45 31 43 33 45 31 43 33 45 34 46 33 45 31 43 33 45 31 34 39 34 39 43 39 26 38 24 36 22 34 24 36 17 29 19 31 22 34 19 31 22 34 21 33 41 41 45 29
45 47 45 43 45 43 42 43 45 47 47 47 47 47 40 43 45 47 47 48 48 48 48 47 48 47 43 47 45 47 47 47 47 40 43 45 47 47 43 42 40 43 42 43 42 38 35 40,47 47 47 47 47 40 43 45 47 47 48 48 48 48 47 48 47 43 47 45 47 47 47 47 40 43 45 47 47 43 42 40 43 42 43 42 38 35 47 47 47 47 47 40 43 45 47 47 48 48 48 48 47 48 47 43 47 45,35 38 38 42 31 36 36 40 47 47 45 43 42 43 47
41 46 46 44 39 41 44 41 34 46 44 39 41 41 39 37 37 37 34 41 39 34 46 44 46 44 41 41 46 46 46 41 39 41 44 41 34 46 46 44 41 41 39 37 37 37 34 39 41 41 39 34 37 37 41 41 29 37 36 32 34,34 41 41 46 39 37 36 37 36 34 32 34 34 37 39 41 39 39 37 36 34 32 41 41 37 39 41 39 37 39 39 36 37 39 41 39 32 34 34 36 37 37 39 37 36 34 32 34 34 41 46 46 44 39 41 44 41 34 46 44 39 41,41 46 44 39 41 49 48 46 44 48 44 41 41 46 44 39 41 49 48 46 44 48 48 51 49 53 49 53 49 53 48 51 46 49 48 51 48 51 48 51 46 49 44 48 46 49 46 49 46 49 44 48 42 46 41 44 49 53 49 53 49 53 48 51 46 49 48 51 48 51 48 51 46 49 44 48 46 49 46 49 46 49 44 48 42 46 41 45 41 46 44 48 46 49 41 46 46 49 53 58 34
35 35 35 37 40 37 33 33 35 37 40 37 33 30 33 35 37 40 40 35 37 35 33,30 33 35 37 30 30 33 35 37 40 37 35 28 33 35 37 28 28 33 35 37 40 37 33 33 35 37 30 30 33 35 37 40 37 35 33 35 37 35,49 42 47 49 52 49 45 47 49 42 47 49 42 47 49 47 49 52 57 56 57 56 54 52 49 40 42 45 42 47 49 40 42 40 42 40 42 47 49 52 45 47 49 52 49 47 49 47 45 49 47 45 42 30
38 34 29 31 34 29 31 34 34 34 36 38 34 38 36 41 38 36 34 36 38 41 38 41 43 41 38 34 29 31 34 29 31 34 34 34 36 38 34 29 36 34,29 29 34 33 34 34 29 29 34 33 29 26 26 29 29 22 24 22 22 22 24 26 24 22 26 24 29 29 34 33 34 34 34 36 34 38 41 38 36 34 41 38 34 36 34 29 34 34 38 34,38 36 53 29 38 39 41 48 39 46 38 45 38 43 29 33 45 31 34 46 31 51 29 50 27 46 22 43 29 45 31 46 33 48 34 50 38 39 41 41 53 39 38 36 53 39 51 38 50 36 48 34 46 36 48 38 50 34 46 31 38 50 33 41 45 29
46 46 46 45 43 45 41 41 41 38 38 36 34 34 34 36 36 34 38 41 41 38 34 34 34 36 36 36 34 34 31 38 38 36 29 39 39 39 38 34,34 34 34 41 41 36 36 36 36 36 34 33 34 34 34 34 34 34 34 34 34 34 41 34 34 41 41 41 41 41 41 41 41 41 41 34 36 34 34 34 34 29 29 38 38 39 39 39 39 39 39 39 41 36,51 50 48 46 48 50 46 45 46 45 41 43 41 41 38 41 38 36 34 33 34 41 33 34 41 33 34 34 33 34 41 33 34 41 33 34 41 33 34 41 33 34 41 34 34 29
35 35 35 33 31 30 38 35 35 35 35 33 33 31 28 28 31 28 38 40 40 38 38 33 33 31,31 28 26 28 26 26 28 31 31 33 31 33 35 35 35 35 33 33 31 33 28 35 35 35 33 33 31 28 28 35 35 33 31 33 33,35 33 35 36 38 36 35 33 31 43 42 38 40 52 54 30 55 31 57 33 59 35 59 52 52 59 52 52 59 52 52 59 52 52 59 52 31 43
47 48 47 45 45 44 44 42 45 44 47 45 45 44 44 42 42 40 45 44 45 47 47 45 44 45 44 45 44 45 47 45 44 40 42 42 40,35 44 42 42 44 42 35 44 42 42 44 40 40 42 44 40 40 42 44 40 45 44 35 44 42 42,40 40 42 44 45 44 47 45 44 40 42 44 45 47 40 47 45 44 42 39 37 33 36 42 40 35
37 34 37 37 34 32 30 30 32 34 37 34 32 37 34 30 32 34 37 32 39 37 34 37 37 34 32 39 37 34 37 37 34 32 30 30 32 34 37 34 32 37 34 30 32 34 37 32 34 30,39 37 34 37 37 34 32 39 37 34 37 37 34 32 30 30 32 34 37 34 32 37 34 30 32 34 37 32 39 37 34 37 37 34 32 39 37 34 37 37 34 32 30 30 32 34 37 34 32 37 34 30 32 34 37,25 30 32 33 40 37 35 40 37 33 35 37 35 37 33 40 37 35 37 33 32 33 28 30 40 37 35 25 37 28 40 18 21 23 13 37 49 34 46 32 44 34 46 30 42 34 46 32 44 37 49 34 46 32 44 34 46 30 42 37 49 34 46 32 44 34 46 37 49 34 46 32 44 30 42 39
37 37 45 42 40 37 35 35 35 37 33 30 35 35 35 37 33 32 30,42 42 42 40 37 45 42 42 37 40 42 40 42 37 40 37 37 37 45,33 35 37 40 42 42 40 37 35 37 35 37 35 37 28 30 37 40 42 42
52 52 52 52 52 52 45 45 47 48 52 50 50 48 50 50 48 50 50 52 50 48 45 48 45 45 47 47 43 45 47 45,43 45 45 45 45 43 40 43 38 38 38 36 38 43 43 43 43 43 43 40 38 40 43 45 45 43 40 45 43 45,48 38 50 40 52 38 50 43 55 40 52 38 50 33 45 36 48 38 50 38 50 36 48 28 40 40 52 43 55 43 55 45 57 43 55 40 52 38 50 40 52 40 52 38 50 43 55 40 52 43
50 52 50 52 40 48 45 43 43 40 45 52 50 48 48 45 48 48 48 48 50 50 48 50 52 50 52 50 48 50 50 47 47 43 43 43 40 43 45 43 45,40 40 38 40 43 45 40 38 40 48 45 43 40 38 36 33 43 40 45 40 38 33 43 40 38 40 38 38 38 40 43 40 43 43 45 45 40,45 45 43 45 40 40 38 40 38 38 36 38 36 36 33 31 28 55 52 40 38 36 38 52 50 36 38 36 33 31 33 48 45 43 45 45 45 43 45 57 55 57 55 52 52 38 38 36 38 50 48 50 48 45 45 40 43 55 55 55 52 55 57 40 40 40 40 40 40 40 38 40 40
50 47 49 49 50 49 47 47 47 45 42 50 49 47 47 47 54 54 54 54 52 52 52 52 54 52 50 47 47 49 50 50 50 50 50 52 50 49 50 49 47 47 47 45 42 50 49 47 47 47 54 54 54 54 52 52 52 52 54 52 50 47 47 49 50 50 50 50 50 52 49 49 50 49 47,47 45 47 45 45 47 45 42 40 38 42 40 40 40 38 42 40 38 35 33 35 35 38 38 35 42 40 42 45 47 47 45 40 42 47 47 47 47 47 47 50 50 47 49 49 50 49 47 47 47 45 42 50 49 47 47 47 54 54 54,23 26 28 30 35 38 40 38 35 38 40 42 45 47 50 52 49 49 49 45 45 45 45 42 42 42 40 40 42 40 38 47 35 38 47 50 52 54 55 54 59 59 57 54 57 62 59 59 59 59 57 57 57 57 59 57 54 47 50 54 52 50 52 54 52 50 47 62 64 62 42 61 47 49 52 50 49 47 45 47 42 50 49 47 47
35 39 42 42 42 42 44 42 44 46 47 44 44 42 39 39 37 35 35 44 42 39 37 35 35 32 37 37 39 42 42 42 42 44 42 44 46 47 44 44 42 39 39 37 35 35 44 42 39 37 35 32 35 35,37 39 35 37 39 35 37 39 42 42 44 35 32 35 37 37 35 32 32 35 37 39 37 35 37 39 37 35 37 39 35 37 39 42 42 44 35 32 35 37 37 35 32 30 32 35 39 42 42 42 42 44 42 44 46,44 48 43 46 44 48 41 44 29 29 32 32 32 29 27 29 44 48 43 46 44 48 41 44 29 29 31 31 29 29 37 42 37 42 37 42 44 48 37 42 37 42 37 42 42 47 30 30 30 27 30 30 30 32 30 30 30 30 27 30 35 37
35 40 37 35 40 37 33 35 37 40 42 40 37 42 40 37 41 40 38 38 45 47 45 40 40 37 35 33 33 35 37 30 33 33 35 37 38 37 35 37 40 35 33 33,33 35 37 40 42 40 37 42 40 37 42 40 42 40 45 37 35 40 37 35 40 37 33 35 37 40 42 40 37 42 40 37 41 40 38 38 45 47 45 40 40 45 47 49 45 45 45 44 42 40 42 40 37,30 31 24 28 31 27 24 31 19 24 27 26 19 24 26 22 17 17 13 10 16 21 24 17 21 19 5 16 20 23 16 23 33
34 35 34 32 30 32 32 27 25 23 30 23 23 32 30 23 23 20 23 25 23 22 22 27 27 20 20 20 27 27 27 27 25 23 32 30 30 27 32 30 27 30 32 34 32 30 35 34 32 30 32 30 27 25 23 25 27 35 34 32 30 32 30 27 25 23 25 23,30 27 25 23 25 23 25 27 30 32 27 32 23 23 32 30 23 23 20 23 27 30 27 25 27 27 25 27 27 34 35 34 32 30 32 32 27 25 23 30 23 23 32 30 23 23 20 23 25 23 22 22 27 27 20 20 20 27 27 27 27 25 23 32 30 30 27 32 30 27 30 32,44 47 42 46 44 47 42 46 44 47 42 46 39 51 37 49 35 47 37 49 39 51 30 32 35 37 39 35 39 35 39 37 35 32 39 39 39 37 35 32 39 42 39 44 35 37 39 37 35 32 37 37 39 42 39 37 37 32 30 37 37 39 44 39 42 39 42 39 44 44 46 44 42 44 42 39 40 42 35 37 39 37 35 32 37 37 39 42 39 37 37 35 32 37 37 39 44 39 42 30
